Gene	Ribohits.Binary	Abundance	ISD.0.iupred2	ISD.grafted.iupred2	ISD.grafted.sqrt	ISD.ORF.iupred2	ISD.Last10.iupred2	ISD.3UTR.iupred2	Length.0	Length.m1	Length.m2	Disorder.prop.0	RSA.hydrophilicity.0	Length.3UTR	Fragile	Ribohits.summed	Ribohits.summed.length	ISD.p1.iupred2	ISD.p2.iupred2	Length.p1	Length.p2	RSA.p1	RSA.p2	Disprop.p1	Disprop.p2	ISD.p2.grafted	tai.4.log
YLR017W	1	141	0.0058	0.045965	0.170145	0.244101483679525	0.0822	0.0165	10	8	5	0.250222222222222	0.191222222222222	81	0	19	0.2375	0.0348	0.05	4	7	0.26825	0.215428571428571	0.279	0.327	0.3084475	-1.60625769503782
YLR018C	0	26.2	0.8339	0.44259	0.6425975	0.352823076923077	0.6045	0.0587	7	32	26	0.480166666666667	0.347833333333333	99	0	0	0	0.1358	0.1175	25	31	0.24476	0.232064516129032	0.30968	0.338806451612903	0.0596775	-1.25032750337807
YLR019W	1	1.42	0.0755	0.3207775	0.5215925	0.505128463476071	0.0835	0.0141	4	6	43	0.489333333333333	0.255666666666667	255	0	23	0.0905511811023622	0.0092	0.0513	42	5	0.228142857142857	0.239	0.329809523809524	0.3802	0.2482775	NA
YLR020C	1	21.8	0.027	0.0610525	0.1999075	0.209250371747212	0.3	0.0194	11	2	14	0.3523	0.2112	176	0	10	0.0571428571428571	0.0113	0.2951	13	1	0.217076923076923	0.361	0.301076923076923	0.394	0.358525	-1.0664686974493
YLR021W	0	16.5	0.0137	0.13802	0.30678	0.281759217877095	0.0215	0.0079	5	NA	4	0.15125	0.1975	49	1	0	0	0.0788	NA	3	NA	0.256333333333333	NA	0.403333333333333	NA	NA	-1.191965366224
YLR022C	1	219	0.1476	0.15811	0.32426	0.2706844	0.3613	0.0552	3	15	12	0.1035	0.1305	61	0	3	0.05	0.1154	0.0268	11	14	0.223272727272727	0.201	0.240090909090909	0.252928571428571	0.040575	NA
YLR023C	1	1.11	0.0049	0.1814425	0.3659625	0.17409650092081	0.007	0.1209	4	3	96	0.174666666666667	0.238666666666667	407	0	33	0.0812807881773399	0.0386	0.0068	95	2	0.243021052631579	0.151	0.341789473684211	0.277	0.2618725	NA
YLR025W	1	65.6	0.4531	0.23511	0.44636	0.583168333333333	0.714	0.0754	8	7	36	0.33	0.238285714285714	131	0	79	0.607692307692308	0.2427	0.2925	35	6	0.257457142857143	0.194833333333333	0.353371428571429	0.2485	0.1221725	-1.55609002117228
YLR026C	1	16.9	0.0058	0.0662825	0.19223	0.448365588235294	8e-04	0.0074	27	4	12	0.325461538461538	0.243653846153846	108	0	15	0.14018691588785	0.0765	0.0037	11	3	0.325545454545455	0.37	0.466909090909091	0.542	0.3724375	-0.862375303478704
YLR027C	1	404	NA	NA	NA	0.199074401913876	0.0403	0.0187	1	4	3	NA	NA	62	0	13	0.213114754098361	0.0914	0.0209	2	3	0.354	0.243333333333333	0.346	0.323	0.2566675	NA
YLR028C	0	245	0.0183	0.120885	0.28265	0.210289847715736	0.0511	0.0512	6	NA	2	0.2196	0.1742	95	1	0	0	0.1611	NA	1	NA	0.446	NA	0.588	NA	NA	-1.26491740717447
YLR029C	1	1414	0.1986	0.3554475	0.5506675	0.417753431372549	0.3003	0.0044	3	17	26	0.4435	0.2435	134	0	1304	9.80451127819549	0.0209	0.0133	25	16	0.21416	0.207125	0.27968	0.2788125	0.03508	NA
YLR032W	0	15.3	NA	NA	NA	0.287323096663815	0.3077	0.0078	NA	8	NA	NA	NA	53	1	0	0	NA	0.1364	NA	7	NA	0.220714285714286	NA	0.337428571428571	0.2899675	NA
YLR033W	1	402	0.1917	0.161665	0.3681	0.326748207171315	0.7093	0.0666	18	12	2	0.399117647058824	0.241941176470588	199	0	17	0.0858585858585859	0.9308	0.686	1	11	0.446	0.294545454545455	0.588	0.475818181818182	0.467265	-2.28327024531337
YLR034C	1	11.5	0.0016	0.0065575	0.0721075	0.025438266384778	0.0036	0.0113	35	45	25	0.280558823529412	0.200970588235294	159	0	51	0.322784810126582	0.0055	0.0037	24	44	0.215583333333333	0.208386363636364	0.366083333333333	0.282931818181818	0.013805	-1.03061142178931
YLR035C	0	4.27	NA	NA	NA	0.316856690647482	0.3244	0.0117	1	65	12	NA	NA	265	0	0	0	0.5466	0.1282	11	64	0.280909090909091	0.23484375	0.380818181818182	0.34215625	0.116085	NA
YLR037C	1	1.67	0.1367	0.212265	0.4148925	0.151913709677419	0.2309	0.0604	9	18	24	0.313375	0.223875	150	0	5	0.0335570469798658	0.0489	0.0534	23	17	0.235217391304348	0.241352941176471	0.380434782608696	0.309352941176471	0.1075975	-1.01698937546829
YLR038C	1	132	0.3323	0.3938125	0.5885175	0.232703614457831	0.4139	0.115	3	12	60	0.575	0.2735	316	0	197	0.625396825396825	0.0523	0.0231	59	11	0.236610169491525	0.182909090909091	0.333745762711864	0.265636363636364	0.05827	NA
YLR043C	0	367	NA	NA	NA	0.131743689320388	0.1542	0.0105	NA	18	5	NA	NA	93	1	0	0	0.1746	0.0122	4	17	0.30725	0.212529411764706	0.46225	0.261235294117647	0.05456	NA
YLR044C	1	8823	0.295	0.241695	0.4280125	0.195226642984014	0.4635	0.0141	3	8	6	0.27	0.1715	76	0	586	7.81333333333333	0.3559	0.3328	5	7	0.2864	0.246142857142857	0.3158	0.359428571428571	0.2340575	NA
YLR045C	1	31.9	0.8291	0.4036825	0.605095	0.341698873873874	0.749	0.4272	6	8	3	0.564	0.2684	141	0	4	0.0285714285714286	0.8668	0.7325	2	7	0.3575	0.268428571428571	0.5125	0.489142857142857	0.3490675	-1.56460632418663
YLR047C	1	1.38	0.0857	0.2382125	0.438505	0.174875364431487	0.2076	0.0114	7	30	10	0.409	0.2535	437	0	1	0.00229357798165138	0.0272	0.0157	9	29	0.242888888888889	0.221689655172414	0.392444444444444	0.326758620689655	0.0358825	-0.814585177113414
YLR048W	1	1479	0.1405	0.143915	0.3433	0.288313095238095	0.5758	0.0367	15	3	10	0.315142857142857	0.232	220	0	374	1.70776255707763	0.25	0.3443	9	2	0.247888888888889	0.125	0.316777777777778	0.09	0.1819425	-0.818786956692509
YLR051C	1	44.1	0.233	0.1086775	0.2845025	0.530421198156682	0.7092	0.1054	12	2	16	0.292727272727273	0.223090909090909	100	0	20	0.202020202020202	0.3315	0.8013	15	1	0.247	0.361	0.472066666666667	0.394	0.358525	-0.867855858224492
YLR052W	1	38.2	0.0296	0.08049	0.23713	0.4210476	0.2366	0.0105	22	4	6	0.305047619047619	0.22752380952381	689	0	29	0.0421511627906977	0.2455	0.3258	5	3	0.3136	0.336	0.5156	0.595	0.4619725	-0.378592975765487
YLR056W	0	368	0.146	0.104555	0.284555	0.0881791780821918	0.7358	0.047	23	41	35	0.377545454545455	0.238045454545455	128	0	0	0	0.0136	0.0402	34	40	0.204411764705882	0.22265	0.240588235294118	0.312625	0.02375	-1.8503688587113
YLR058C	1	1096	0.5207	0.63303	0.7838675	0.260308955223881	0.0857	0.0789	8	13	18	0.327142857142857	0.317285714285714	148	0	123	0.836734693877551	0.3323	0.4928	17	12	0.282352941176471	0.334333333333333	0.402823529411765	0.555666666666667	0.58292	-0.756421741784614
YLR059C	1	64.8	0.5681	0.4735275	0.6745275	0.290904460966543	0.6615	0.2312	10	2	27	0.479555555555556	0.388777777777778	183	0	25	0.137362637362637	0.5595	0.4619	26	1	0.314230769230769	0.159	0.471769230769231	0.291	0.3098675	-0.985494424753152
YLR060W	1	555	0.0142	0.1038775	0.2798125	0.228531428571429	0.0182	0.0098	12	2	5	0.267454545454545	0.227	100	0	79	0.797979797979798	0.0107	0.01	4	1	0.195	0.159	0.239	0.291	0.3098675	-1.17976782518164
YLR061W	1	1365	0.8967	0.285035	0.4761825	0.309667768595041	0.7121	0.0951	3	7	11	0.1745	0.197	92	0	204	2.24175824175824	0.2202	0.3766	10	6	0.2367	0.195833333333333	0.2584	0.265833333333333	0.1200075	NA
YLR064W	1	51.7	0.0027	0.161645	0.3462725	0.0141677655677656	0.0032	0.0211	8	5	20	0.268	0.235714285714286	85	0	8	0.0952380952380952	0.0029	0.002	19	4	0.217105263157895	0.18325	0.345421052631579	0.32	0.1616975	-1.0202381128258
YLR066W	0	78.5	0.0573	0.0847675	0.2477575	0.109548913043478	0.2596	0.0063	10	2	NA	0.291	0.200222222222222	94	1	0	0	NA	0.3566	NA	1	NA	0.366	NA	0.407	0.3696875	-1.74378409452143
YLR067C	1	11.9	0.0189	0.09544	0.25495	0.105492020725389	0.1626	0.2204	8	20	19	0.200428571428571	0.199428571428571	78	0	3	0.038961038961039	0.0187	0.0134	18	19	0.234444444444444	0.230368421052632	0.276166666666667	0.288526315789474	0.035805	-1.37829859965663
YLR068W	1	27.8	0.0536	0.0134625	0.0964875	0.603415894039735	0.4943	0.0154	24	21	2	0.260652173913044	0.21004347826087	110	0	34	0.311926605504587	0.6043	0.1329	1	20	0.361	0.23995	0.394	0.30155	0.04962	-1.44800938060277
YLR069C	1	91.9	0.6007	0.541575	0.7255475	0.282126806833114	0.3831	0.2594	16	12	11	0.478866666666667	0.289333333333333	134	0	48	0.360902255639098	0.2769	0.3211	10	11	0.2368	0.287363636363636	0.4011	0.480454545454545	0.2676525	-1.75541409843015
YLR071C	0	10	0.7056	0.414025	0.6076975	0.224135767097967	0.3787	0.1838	3	NA	16	0.747	0.3445	139	1	0	0	0.3966	NA	15	NA	0.263466666666667	NA	0.430133333333333	NA	NA	NA
YLR073C	0	6.41	0.0515	0.059085	0.1996175	0.242727	0.3334	0.029	15	NA	23	0.3715	0.226785714285714	78	1	0	0	0.0781	NA	22	NA	0.214681818181818	NA	0.261818181818182	NA	NA	-1.35725639990072
YLR074C	1	109	0.8162	0.3760525	0.5676625	0.463392168674699	0.6889	0.42	2	4	17	0.665	0.364	66	0	52	0.8	0.4699	0.6745	16	3	0.28175	0.287	0.3443125	0.417333333333333	0.3272825	NA
YLR075W	1	2660	0.0409	0.1527125	0.333025	0.246231221719457	0.206	0.0053	8	10	7	0.271714285714286	0.232857142857143	142	0	316	2.24113475177305	0.0356	0.1253	6	9	0.243833333333333	0.254888888888889	0.318333333333333	0.455888888888889	0.2243275	-1.18260876484422
YLR077W	1	4.76	0.2173	0.2527725	0.4646625	0.245897941680961	0.1956	0.1073	20	6	10	0.433947368421053	0.280894736842105	172	0	7	0.0409356725146199	0.3371	0.2028	9	5	0.354777777777778	0.3386	0.551111111111111	0.4608	0.4967125	-1.45306005743215
YLR078C	1	9.18	0.0059	0.3488	0.5423625	0.380614344262295	0.0025	0.0192	2	10	9	0.588	0.446	76	0	8	0.106666666666667	0.0139	0.0146	8	9	0.275125	0.253666666666667	0.360875	0.436111111111111	0.2157725	NA
YLR079W	1	9.47	0.096	0.04995	0.1700875	0.688928873239437	0.6124	0.0454	27	3	46	0.319961538461538	0.254192307692308	155	0	33	0.214285714285714	0.0604	0.6136	45	2	0.233977777777778	0.446	0.2898	0.588	0.3797475	-0.583134946644627
YLR080W	0	2.83	0.0043	0.0563225	0.1908975	0.225281756756757	0.0179	0.0103	12	NA	NA	0.304727272727273	0.208545454545455	82	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.5322624762212
YLR081W	1	1.45	0.0112	0.19584	0.3782575	0.0972094076655052	0.0655	0.0049	3	5	16	0.1315	0.122	89	0	184	2.09090909090909	0.0134	0.0118	15	4	0.2454	0.27825	0.373333333333333	0.367	0.2899175	NA
YLR082C	1	12.4	0.2578	0.304795	0.535905	0.36686887755102	0.1196	0.0382	33	16	2	0.43890625	0.2729375	348	0	37	0.106628242074928	0.2002	0.1399	1	15	0.366	0.2614	0.407	0.394466666666667	0.2149975	-1.52918235512419
YLR083C	1	38.7	0.0086	0.0586575	0.1908575	0.113121589205397	0.0032	0.0032	37	25	12	0.338277777777778	0.240083333333333	160	0	67	0.421383647798742	0.0899	0.0042	11	24	0.297090909090909	0.22525	0.464909090909091	0.311333333333333	0.0561625	-0.533352777867043
YLR084C	1	42.9	0.0105	0.045535	0.1727425	0.192335491803279	0.338	0.074	13	9	7	0.25375	0.218916666666667	90	0	2	0.0224719101123595	0.1037	0.0165	6	8	0.2205	0.185125	0.216	0.217	0.083375	-1.63570345395192
YLR085C	0	8.88	NA	NA	NA	0.18674200913242	0.0695	0.129	NA	7	2	NA	NA	102	1	0	0	0.078	0.0187	1	6	0.342	0.237166666666667	0.285	0.233333333333333	0.171675	NA
YLR086W	1	12	0.0806	0.248785	0.439285	0.399312764456982	0.328	0.057	4	39	2	0.374333333333333	0.218	368	0	13	0.0354223433242507	0.1528	0.066	1	38	0.278	0.241657894736842	0.713	0.375447368421053	0.1191725	NA
YLR088W	1	11.6	0.0791	0.2406825	0.46971	0.0947390879478828	0.2169	0.0835	35	7	5	0.418764705882353	0.260941176470588	171	0	34	0.2	0.1588	0.3794	4	6	0.2235	0.2955	0.16425	0.431666666666667	0.340285	-1.27472258546279
YLR090W	1	86.1	0.0713	0.2961925	0.4973875	0.308625054466231	0.2625	0.0023	4	15	26	0.309333333333333	0.265333333333333	99	0	8	0.0816326530612245	0.0037	0.0067	25	14	0.19208	0.185714285714286	0.22468	0.297071428571429	0.0178825	NA
YLR091W	1	2.71	0.0135	0.0741125	0.2124225	0.193135494880546	0.221	0.1532	9	36	22	0.2955	0.185625	265	0	1	0.00378787878787879	0.0106	0.2472	21	35	0.209428571428571	0.2484	0.313095238095238	0.351771428571429	0.2910925	-0.446176084294654
YLR093C	1	38.8	0.2218	0.4171875	0.63652	0.21919209486166	0.0029	0.0662	31	3	2	0.412566666666667	0.301533333333333	212	0	19	0.0900473933649289	0.0047	0.0056	1	2	0.446	0.362	0.588	0.6505	0.3846025	-1.18260876484422
YLR094C	0	11.4	NA	NA	NA	0.427216334661355	0.1014	0.0432	1	32	NA	NA	NA	118	1	0	0	NA	0.0942	NA	31	NA	0.23441935483871	NA	0.318451612903226	0.1315225	NA
YLR095C	0	72	0.7435	0.3497275	0.56515	0.383348522167488	0.8373	0.3823	11	NA	4	0.4583	0.2668	57	1	0	0	0.4921	NA	3	NA	0.183333333333333	NA	0.332666666666667	NA	NA	-1.41168144781276
YLR097C	0	2.52	0.0049	0.0105525	0.0821975	0.147618895348837	0.1493	0.0189	19	16	NA	0.228666666666667	0.200222222222222	108	1	0	0	NA	0.0059	NA	15	NA	0.169533333333333	NA	0.254666666666667	0.0135525	-1.89152406352984
YLR098C	0	5.64	0.5992	0.3533125	0.545725	0.21415987654321	0.2508	0.0993	2	10	4	0.713	0.278	144	0	0	0	0.5203	0.2313	3	9	0.3	0.256111111111111	0.420333333333333	0.419555555555556	0.252205	NA
YLR099C	0	1.74	NA	NA	NA	0.198955076142132	0.07	0.1297	NA	4	6	NA	NA	45	1	0	0	0.0322	0.0331	5	3	0.2566	0.208666666666667	0.3438	0.460333333333333	0.305085	NA
YLR100W	0	82.5	NA	NA	NA	0.0988945244956772	0.3249	0.0044	NA	NA	21	NA	NA	81	1	0	0	0.0161	NA	20	NA	0.19485	NA	0.25525	NA	NA	NA
YLR103C	0	17.8	NA	NA	NA	0.238295230769231	0.0708	0.0244	NA	19	7	NA	NA	77	1	0	0	0.0131	0.014	6	18	0.211333333333333	0.236333333333333	0.222166666666667	0.335722222222222	0.051755	NA
YLR105C	0	5.23	NA	NA	NA	0.218846949602122	0.1468	0.0324	NA	4	7	NA	NA	88	1	0	0	0.3918	0.3198	6	3	0.274166666666667	0.320666666666667	0.379333333333333	0.519666666666667	0.3398775	NA
YLR107W	1	2.41	0.4208	0.307355	0.5175775	0.18817797029703	0.3269	0.054	7	2	26	0.355666666666667	0.2505	105	0	4	0.0384615384615385	0.0282	0.4292	25	1	0.22368	0.159	0.30392	0.291	0.3098675	-1.01701226161682
YLR109W	1	3903	0.0821	0.2812	0.4894775	0.191777272727273	0.1848	0.1207	7	4	13	0.305	0.245666666666667	69	0	370	5.44117647058824	0.0215	0.1185	12	3	0.23025	0.247666666666667	0.25325	0.382666666666667	0.3516925	-1.43717267947693
YLR110C	1	2331	0.0704	0.3600675	0.5535275	0.372645112781955	0.1136	0.007	2	14	20	0.401	0.272	85	0	2199	26.1785714285714	0.0061	0.0045	19	13	0.209	0.186461538461538	0.274631578947368	0.174769230769231	0.0168775	NA
YLR113W	0	173	0.0821	0.0636725	0.21456	0.226722528735632	0.4126	0.1347	41	5	34	0.34725	0.244825	135	0	0	0	0.014	0.1242	33	4	0.193848484848485	0.18925	0.268060606060606	0.1955	0.133185	-1.67044714202456
YLR114C	1	79.9	0.2803	0.131655	0.3018375	0.432098952879581	0.6918	0.0783	28	51	7	0.316481481481481	0.24037037037037	396	0	28	0.0708860759493671	0.3825	0.2962	6	50	0.196	0.26244	0.1835	0.40276	0.1619475	-1.20217086485406
YLR115W	1	39	0.2523	0.3586925	0.5693925	0.270931664726426	0.1346	0.0451	8	25	38	0.473571428571429	0.275	149	0	6	0.0405405405405405	0.0625	0.088	37	24	0.230594594594595	0.246583333333333	0.302783783783784	0.380916666666667	0.1522925	-1.61187590900084
YLR116W	1	48.7	0.0487	0.0113325	0.082055	0.557326890756302	0.968	0.007	24	19	16	0.276913043478261	0.196478260869565	203	0	6	0.0297029702970297	0.0933	0.172	15	18	0.189133333333333	0.202055555555556	0.213066666666667	0.2945	0.0393	-0.920856400857868
YLR117C	1	21.2	0.154	0.2160775	0.41747	0.139572052401747	0.1942	0.1923	7	9	2	0.385166666666667	0.249333333333333	123	0	5	0.040983606557377	0.3286	0.3381	1	8	0.411	0.31075	0.781	0.4095	0.3710575	-1.76625079955599
YLR118C	0	26.7	0.0206	0.1803525	0.35815	0.17964845814978	0.1313	0.0327	4	NA	11	0.341666666666667	0.187	102	1	0	0	0.1501	NA	10	NA	0.24	NA	0.4884	NA	NA	NA
YLR120C	1	46.2	0.0184	0.3521175	0.558355	0.257944288224956	0.0117	0.0052	7	34	55	0.482166666666667	0.298833333333333	410	0	124	0.303178484107579	0.0135	0.1339	54	33	0.224592592592593	0.251030303030303	0.310592592592593	0.384878787878788	0.207885	-1.35589555998421
YLR121C	1	2.18	0.0702	0.095965	0.2751625	0.220435433070866	0.0285	0.0831	26	9	5	0.36572	0.26904	142	0	5	0.0354609929078014	0.0907	0.1695	4	8	0.4255	0.31475	0.60725	0.32525	0.3896075	-1.27977326229217
YLR128W	1	1.5	0.0165	0.063295	0.2129725	0.125837546468401	0.0647	0.1115	21	7	55	0.3115	0.22355	217	0	8	0.037037037037037	0.0769	0.0974	54	6	0.252296296296296	0.225166666666667	0.354851851851852	0.2995	0.2035125	-1.11035989103207
YLR129W	1	154	NA	NA	NA	0.19189586426299	0.2691	0.0625	1	21	23	NA	NA	143	0	32	0.225352112676056	0.1276	0.0432	22	20	0.255090909090909	0.22735	0.336454545454546	0.37145	0.0810825	NA
YLR130C	0	8.18	0.0021	0.0735275	0.215945	0.172256872037915	0.0058	0.0012	9	NA	8	0.213625	0.19725	42	1	0	0	0.0047	NA	7	NA	0.200571428571429	NA	0.302428571428571	NA	NA	-1.99668432244105
YLR131C	0	10.5	0.3045	0.1413725	0.3195575	0.588777922077922	0.7776	0.236	7	11	NA	0.260833333333333	0.2165	73	1	0	0	NA	0.1538	NA	10	NA	0.1877	NA	0.2061	0.076165	-1.55507390713011
YLR133W	1	66.4	0.0947	0.2310525	0.449455	0.277561855670103	0.0573	0.0209	13	23	60	0.440666666666667	0.287416666666667	454	0	17	0.0375275938189845	0.1404	0.1632	59	22	0.258542372881356	0.266545454545455	0.376186440677966	0.418909090909091	0.25233	-0.899816823856062
YLR134W	1	3961	0.5255	0.3766325	0.57133	0.191139076376554	0.472	0.0571	3	2	24	0.3675	0.28	124	0	7	0.0569105691056911	0.021	0.5419	23	1	0.215652173913043	0.278	0.263869565217391	0.713	0.3533125	NA
YLR135W	0	4.57	0.4316	0.480405	0.6830925	0.506435695187166	0.2148	0.1707	21	5	4	0.38365	0.29515	154	0	0	0	0.3337	0.3861	3	4	0.302333333333333	0.29825	0.648	0.48875	0.4554825	-1.51432650000649
YLR136C	1	3.26	0.4946	0.5494775	0.73192	0.414865964912281	0.3109	0.0202	13	75	45	0.431666666666667	0.310333333333333	252	0	76	0.302788844621514	0.0403	0.0097	44	74	0.216454545454545	0.217905405405405	0.333272727272727	0.290135135135135	0.0122125	-0.787916692499754
YLR138W	1	21.9	0.1034	0.0418825	0.16535	0.409117766497462	0.5451	0.0477	14	3	11	0.223538461538462	0.203	65	0	6	0.09375	0.2394	0.3236	10	2	0.225	0.156	0.2421	0.1015	0.1800125	-0.897301617138587
YLR139C	1	34.9	0.0127	0.26904	0.4548775	0.267345567651633	0.0744	0.1658	2	42	7	0.263	0.143	161	0	3	0.01875	0.0891	0.1824	6	41	0.341666666666667	0.265414634146341	0.466	0.444780487804878	0.27238	NA
YLR142W	0	7.7	NA	NA	NA	0.184318487394958	0.1166	0.3337	NA	4	NA	NA	NA	47	1	0	0	NA	0.2391	NA	3	NA	0.259	NA	0.342	0.3130775	NA
YLR144C	1	19.9	0.0042	0.0153975	0.1002025	0.239060590500642	0.0428	0.0078	37	17	9	0.277222222222222	0.224527777777778	287	0	4	0.013986013986014	0.0807	0.0343	8	16	0.277125	0.2325625	0.369	0.3784375	0.172665	-1.49159772738897
YLR145W	0	6.96	0.0445	0.1955775	0.38252	0.126412935323383	0.2878	0.0103	4	NA	6	0.263666666666667	0.252666666666667	63	1	0	0	0.1545	NA	5	NA	0.3258	NA	0.4806	NA	NA	NA
YLR146C	0	38.6	NA	NA	NA	0.144903333333333	0.1134	0.0046	NA	3	10	NA	NA	85	1	0	0	0.0085	0.0647	9	2	0.175555555555556	0.156	0.226555555555556	0.1015	0.1800125	NA
YLR147C	1	3.77	NA	NA	NA	0.40080297029703	0.8588	0.1545	1	14	30	NA	NA	107	0	12	0.113207547169811	0.1591	0.4822	29	13	0.23951724137931	0.242230769230769	0.268137931034483	0.390615384615385	0.33809	NA
YLR148W	1	31.9	NA	NA	NA	0.102024509803922	0.2498	0.0419	1	18	6	NA	NA	135	0	11	0.082089552238806	0.0554	0.0935	5	17	0.1928	0.262588235294118	0.3656	0.415588235294118	0.17629	NA
YLR150W	1	1079	0.5265	0.321795	0.5316775	0.755368864468864	0.6056	0.0567	9	6	5	0.327125	0.251875	128	0	231	1.81889763779528	0.4494	0.3343	4	5	0.275	0.2296	0.44775	0.3784	0.18066	-0.978451705511478
YLR151C	1	3.37	0.0864	0.2742575	0.50072	0.144752941176471	0.0205	0.2764	16	6	32	0.371066666666667	0.289866666666667	265	0	16	0.0606060606060606	0.1321	0.039	31	5	0.272677419354839	0.29	0.338741935483871	0.4206	0.29246	-1.4836019659257
YLR153C	1	2324	0.3392	0.274525	0.4669225	0.237346412884334	0.27	0.0207	3	2	11	0.3915	0.2965	260	0	192	0.741312741312741	0.4082	0.5098	10	1	0.2829	0.272	0.3484	0.401	0.3600675	NA
YLR154C	0	7.38	0.038	0.24268	0.4252025	0.378801818181818	0.1798	0.0852	2	20	5	0.09	0.125	66	0	0	0	0.1593	0.2021	4	19	0.337	0.253473684210526	0.387	0.347526315789474	0.189315	NA
YLR163C	1	36	0.0965	0.11349	0.2929075	0.2985170995671	0.3512	0.0441	14	6	17	0.359230769230769	0.238846153846154	150	0	34	0.228187919463087	0.1132	0.2951	16	5	0.23225	0.2396	0.3520625	0.401	0.2975325	-1.51929869621994
YLR164W	1	1.65	0.0388	0.059165	0.18927	0.104233333333333	0.2512	0.0287	27	4	24	0.319153846153846	0.219461538461538	102	0	26	0.257425742574257	0.0105	0.3107	23	3	0.189565217391304	0.197333333333333	0.227	0.155	0.219705	-1.13830715081242
YLR165C	0	1.31	0.3234	0.4685875	0.6579725	0.267522440944882	0.1707	0.2933	4	2	6	0.512666666666667	0.384	80	0	0	0	0.2707	0.247	5	1	0.3274	0.446	0.4528	0.588	0.3488	NA
YLR166C	0	38.3	0.0556	0.401535	0.5975825	0.156285878300804	0.0776	0.0138	3	15	NA	0.3975	0.3165	44	1	0	0	NA	0.0075	NA	14	NA	0.218785714285714	NA	0.322071428571429	0.04551	NA
YLR167W	1	3002	0.0558	0.1330525	0.3011575	0.318903947368421	0.1408	0.0118	5	12	2	0.27025	0.228	49	0	207	4.3125	0.2541	0.023	1	11	0.446	0.230272727272727	0.588	0.296727272727273	0.050695	-1.1078473070687
YLR168C	0	33.8	0.0077	0.01036	0.0721625	0.247318695652174	0.3103	0.0121	30	6	NA	0.234344827586207	0.197827586206897	124	1	0	0	NA	0.4274	NA	5	NA	0.2734	NA	0.5252	0.3284	-0.59113070810789
YLR170C	1	53.6	0.36	0.4194725	0.61017	0.0970884615384615	0.3153	0.2681	3	15	17	0.333	0.3175	253	0	21	0.0833333333333333	0.4646	0.5271	16	14	0.34175	0.338928571428571	0.4584375	0.520071428571429	0.6592475	NA
YLR172C	1	138	0.9457	0.358525	0.5520625	0.206238	0.6978	0.0716	2	18	9	0.394	0.361	68	0	27	0.402985074626866	0.8114	0.0648	8	17	0.27175	0.199352941176471	0.373875	0.277470588235294	0.029605	NA
YLR174W	0	52.9	0.2567	0.3486075	0.55877	0.211675	0.2118	0.0093	7	27	5	0.387666666666667	0.255666666666667	84	0	0	0	0.2133	0.0067	4	26	0.30725	0.224230769230769	0.46225	0.279346153846154	0.0186475	-0.976241968344677
YLR175W	1	462	0.5246	0.04503	0.165565	0.306369358178054	0.6281	0.1495	11	24	26	0.268	0.1839	124	0	482	3.91869918699187	0.3001	0.3297	25	23	0.22984	0.21604347826087	0.32844	0.321478260869565	0.0381525	-1.64763630465721
YLR178C	0	28.1	0.0028	0.00623	0.0621525	0.360639726027397	0.1495	0.0024	13	NA	NA	0.145416666666667	0.152	53	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.65011073216108
YLR179C	1	183	0.1675	0.31092	0.53062	0.261916915422886	0.1498	0.0648	11	8	22	0.3945	0.2528	93	0	215	2.33695652173913	0.2771	0.1345	21	7	0.282190476190476	0.247571428571429	0.419285714285714	0.320571428571429	0.2524925	-0.889282969526795
YLR180W	1	2426	0.011	0.024275	0.13826	0.260570942408377	0.217	0.0064	42	68	31	0.310731707317073	0.209975609756098	249	0	169	0.681451612903226	0.0237	0.0145	30	67	0.229833333333333	0.221313432835821	0.357866666666667	0.310134328358209	0.02313	-1.28563872858435
YLR181C	1	62.5	0.1752	0.276815	0.4708875	0.374769393939394	0.3493	0.0528	3	11	2	0.242	0.243	100	0	8	0.0808080808080808	0.3321	0.076	1	10	0.411	0.2544	0.781	0.2979	0.11879	NA
YLR182W	1	41.1	0.2972	0.2481225	0.4495275	0.449888169364882	0.5231	0.0058	8	21	4	0.316571428571429	0.214285714285714	122	0	9	0.0743801652892562	0.4521	0.0144	3	20	0.279666666666667	0.1946	0.503	0.2594	0.02357	-1.43020844085119
YLR183C	1	5.4	0.2384	0.213505	0.43613	0.420628016359918	0.3014	0.2405	24	9	15	0.354652173913043	0.269826086956522	149	0	38	0.256756756756757	0.1614	0.2872	14	8	0.252785714285714	0.2565	0.324	0.432125	0.27717	-0.493581299113546
YLR185W	1	567	0.2395	0.114935	0.2679875	0.532411363636364	0.5564	0.2041	4	20	11	0.141666666666667	0.156666666666667	98	0	304	3.1340206185567	0.0913	0.2021	10	19	0.2413	0.228631578947368	0.2529	0.311947368421053	0.09693	NA
