Gene	Ribohits.Binary	Abundance	ISD.0.iupred2	ISD.grafted.iupred2	ISD.grafted.sqrt	ISD.ORF.iupred2	ISD.Last10.iupred2	ISD.3UTR.iupred2	Length.0	Length.m1	Length.m2	Disorder.prop.0	RSA.hydrophilicity.0	Length.3UTR	Fragile
YLR233C	1	2.07	0.8341	0.466965	0.659368485760938	0.134786266094421	0.7204	0.2582	4	13	40	0.551333333333333	0.399666666666667	281	0
YLR234W	1	300	0.2756	0.3094	0.550837299890342	0.277689024390244	0.1853	0.3287	49	15	18	0.445875	0.258729166666667	406	0
YLR237W	1	32.6	0.27	0.1436725	0.355274292754599	0.085916889632107	0.7176	0.1896	23	10	4	0.375863636363636	0.266136363636364	187	0
YLR238W	0	0.174	0.2122	0.1751325	0.401556255955194	0.419012343096234	0.131	0.1452	24	3	39	0.324086956521739	0.258130434782609	117	0
YLR239C	1	14.6	0.4721	0.411285	0.605346415954443	0.287529573170732	0.3407	0.0351	3	10	21	0.422	0.3175	105	0
YLR240W	1	20.7	0.0079	0.0640475	0.212889588753496	0.168503428571429	0.0388	0.0025	10	3	19	0.216555555555556	0.218777777777778	170	0
YLR242C	0	1.6	NA	NA	NA	0.0122984423676012	0.0013	0.0072	NA	3	NA	NA	NA	32	1
YLR244C	0	376	0.6906	0.24268	0.42520237235285	0.33139354005168	0.769	0.2138	2	10	NA	0.09	0.125	55	1
YLR245C	0	39.7	0.0442	0.0817675	0.272921521680425	0.0917718309859155	0.1488	0.0399	27	32	NA	0.358076923076923	0.241884615384615	113	1
YLR246W	1	1.24	0.3546	0.425745	0.639755305513045	0.0935944289693593	0.1488	0.2914	12	17	4	0.439909090909091	0.280272727272727	71	0
YLR248W	0	226	0.0079	0.006765	0.0764808866847342	0.392228852459016	0.5805	0.0115	39	15	44	0.288184210526316	0.213421052631579	133	0
YLR249W	1	11435	0.2302	0.2374975	0.426300683567503	0.269703927203065	0.3931	0.0459	3	18	12	0.415	0.207	171	0
YLR250W	1	81	0.086	0.180315	0.383065613117743	0.347170512820513	0.2577	0.0438	6	9	8	0.3032	0.2474	115	0
YLR254C	0	18.8	NA	NA	NA	0.474550264550265	0.4688	0.0664	1	24	26	NA	NA	76	0
YLR258W	1	175	0.5441	0.1879525	0.362202936516427	0.211523971631206	0.8518	0.0241	3	6	15	0.1425	0.136	360	0
YLR259C	0	566	0.7632	0.545145	0.7178758810752	0.30964020979021	0.5405	0.0503	4	12	NA	0.798	0.348333333333333	93	1
YLR260W	1	17.6	0.1215	0.2783125	0.478341875309324	0.351381513828239	0.2041	0.0106	4	13	17	0.259	0.225666666666667	169	0
YLR262C-A	1	121	0.6218	0.264305	0.475245044903748	0.7605671875	0.7108	0.0688	7	4	16	0.331333333333333	0.271166666666667	94	0
YLR263W	0	2.31	NA	NA	NA	0.379040024183797	0.4849	0.0544	NA	10	2	NA	NA	61	1
YLR264W	1	334	0.023	0.0222725	0.132298567150609	0.386394029850746	0.3806	0.0244	27	4	37	0.288038461538462	0.228730769230769	647	0
YLR266C	0	2.21	0.0045	0.1771475	0.354106671021718	0.100971754636234	0.0148	0.0021	4	NA	6	0.199666666666667	0.164333333333333	32	1
YLR268W	1	17.8	0.062	0.332145	0.56256916537452	0.172179439252336	3e-04	0.02	22	19	21	0.429190476190476	0.248285714285714	122	0
YLR270W	1	138	0.0147	0.0417975	0.186234014989641	0.165398857142857	0.1861	0.0232	33	28	4	0.34128125	0.22215625	214	0
YLR272C	0	24.7	0.2192	0.416115	0.609913977919807	0.172805442176871	0.1136	0.0136	3	18	NA	0.499	0.31	80	1
YLR273C	1	1.21	0.545	0.39717	0.600384365697173	0.308878858024691	0.2713	0.1498	7	14	20	0.6105	0.266333333333333	158	0
YLR274W	1	107	0.4636	0.4365425	0.627119221168241	0.284934451612903	0.3971	0.0112	3	6	8	0.665	0.364	133	0
YLR275W	1	23.2	0.1117	0.164255	0.392258625354005	0.219406363636364	0.0944	0.0588	38	41	3	0.395	0.256027027027027	262	0
YLR276C	0	65.5	0.0069	0.0076975	0.0721705877725319	0.277103198653199	0.7072	0.0255	12	23	2	0.143909090909091	0.141727272727273	74	0
YLR277C	0	157	NA	NA	NA	0.223074839537869	0.1356	0.262	NA	8	7	NA	NA	62	1
YLR284C	0	4.46	0.6162	0.4388525	0.63842012837182	0.128819642857143	0.4446	0.223	6	24	23	0.5934	0.2984	84	0
YLR285W	1	82.2	NA	NA	NA	0.236680459770115	0.0935	0.1216	1	16	26	NA	NA	109	0
YLR286C	1	78.4	0.0331	0.2694775	0.463500514698767	0.261752135231317	0.0494	0.0124	3	8	6	0.413	0.2325	43	0
YLR287C-A	1	595	0.921	0.4424775	0.633748004924808	0.705385714285714	0.8326	0.078	3	27	11	0.533	0.3765	209	0
YLR288C	0	4.7	0.0268	0.104965	0.285406029812483	0.332415400843882	0.1413	0.0194	12	NA	17	0.305	0.226363636363636	160	1
YLR289W	1	22.9	0.0132	0.0525975	0.183206576097448	0.207862170542636	0.1861	0.024	10	19	18	0.249555555555556	0.173444444444444	137	0
YLR291C	1	108	NA	NA	NA	0.259929133858268	0.215	0.0457	1	13	10	NA	NA	150	0
YLR292C	1	85.5	0.3102	0.3551275	0.551588983897449	0.180187564766839	0.178	0.0877	3	12	28	0.4435	0.2435	154	0
YLR293C	0	385	0.1358	0.120285	0.328087037828309	0.203569863013699	0.5692	0.1322	28	NA	14	0.330703703703704	0.245222222222222	100	1
YLR298C	0	20.7	NA	NA	NA	0.513195670995671	0.7098	0.2507	NA	5	8	NA	NA	75	1
YLR299W	1	10.2	0.1431	0.348075	0.550596491773194	0.216978484848485	0.0567	0.0544	4	9	11	0.369	0.259333333333333	130	0
YLR300W	1	83.1	0.1286	0.164385	0.383282667166215	0.161836607142857	0.392	0.0096	25	10	9	0.398416666666667	0.244416666666667	253	0
YLR303W	1	1215	0.0391	0.0645225	0.233018289125697	0.224347522522523	0.2368	0.0232	29	7	4	0.338321428571429	0.241321428571429	109	0
YLR304C	1	1426	NA	NA	NA	0.301141388174807	0.3113	0.0055	1	6	9	NA	NA	246	0
YLR306W	1	2.98	0.0171	0.0878025	0.24707926530589	0.270372340425532	0.2037	0.0051	9	11	6	0.283625	0.219875	67	0
YLR307W	0	1.49	0.2752	0.3488	0.542362545322007	0.138628239202658	0.1377	0.016	2	NA	8	0.588	0.446	99	1
YLR309C	0	71.9	0.3086	0.28898	0.49524427481154	0.500740175631175	0.3823	0.1187	4	3	NA	0.433666666666667	0.275	54	1
YLR312W-A	1	97.7	0.1289	0.261615	0.477005303073153	0.200160869565217	0.2164	0.0456	7	6	16	0.418166666666667	0.3175	123	0
YLR313C	1	6.69	0.2282	0.22804	0.467529092440139	0.360594528301887	0.2088	0.0862	34	132	2	0.402	0.263848484848485	509	0
YLR314C	1	362	0.4936	0.3915225	0.60126065605386	0.410210192307692	0.6455	0.2698	6	3	22	0.3528	0.328	103	0
YLR315W	0	22.4	0.5501	0.54231	0.730671453519984	0.136603267973856	0.0418	0.1745	18	24	NA	0.510470588235294	0.273647058823529	141	1
YLR316C	0	10.8	0.0345	0.199325	0.402342670594824	0.23599751552795	0.1011	0.0321	8	4	7	0.358142857142857	0.238142857142857	67	0
YLR319C	0	34.2	0.2012	0.285035	0.477541675846301	0.455695304568528	0.3813	0.0116	3	6	NA	0.1745	0.197	181	1
YLR321C	1	63.7	NA	NA	NA	0.367445539906103	0.4125	0.1299	1	39	17	NA	NA	326	0
YLR323C	1	11.2	0.3048	0.3219025	0.550705540132329	0.38626833976834	0.3984	0.1643	26	21	16	0.39596	0.27116	173	0
YLR324W	0	49.3	NA	NA	NA	0.316720841300191	0.7902	0.2557	NA	10	12	NA	NA	57	1
YLR325C	1	906	0.5015	0.410205	0.606358727335434	0.302458974358974	0.3342	0.0526	3	29	6	0.6845	0.4285	240	0
YLR327C	1	27.7	0.6329	0.5033725	0.691180690852737	0.643463953488372	0.6324	0.2013	6	21	25	0.6116	0.292	171	0
YLR328W	1	62.6	0.0156	0.044985	0.19915710776474	0.35198753117207	0.3955	0.0061	35	46	26	0.331441176470588	0.224088235294118	172	0
YLR330W	1	118	0.4668	0.10974	0.301508007637646	0.634287928464978	0.6721	0.1713	24	7	2	0.351086956521739	0.249434782608696	146	0
YLR332W	1	55.9	0.0131	0.007735	0.0831624594148507	0.35025585106383	0.5957	0.0133	55	8	22	0.32137037037037	0.206444444444444	190	0
YLR333C	1	1703	0.0985	0.24268	0.42520237235285	0.343181481481482	0.3891	0.0102	2	22	7	0.09	0.125	107	0
YLR335W	1	169	0.4864	0.3779175	0.570554923422358	0.605449861111111	0.4388	0.1607	2	10	6	0.781	0.411	97	0
YLR336C	0	37.9	0.0642	0.13775	0.310737223316041	0.325535595105673	0.1509	0.0109	5	NA	NA	0.27325	0.19875	55	1
YLR337C	0	14.3	NA	NA	NA	0.828545165238678	0.4031	0.0245	NA	8	11	NA	NA	124	1
YLR340W	1	988	0.2186	0.324445	0.537567380415987	0.217234935897436	0.5482	0.0153	9	5	8	0.4815	0.27125	86	0
YLR344W	1	455	0.2106	0.2370175	0.423159554835038	0.351454330708661	0.3933	0.0287	3	6	26	0.1905	0.142	101	0
YLR347C	1	579	0.3118	0.28317	0.477178898964979	0.172902903600465	0.3459	0.0081	3	8	42	0.2945	0.254	330	0
YLR348C	1	39.4	0.326	0.2911425	0.517741244408342	0.126208053691275	0.4744	0.3119	12	7	15	0.356545454545455	0.288727272727273	69	0
YLR350W	0	69.6	NA	NA	NA	0.196398148148148	0.0763	9e-04	NA	NA	38	NA	NA	134	1
YLR351C	1	84.5	0.413	0.4274675	0.635950799947623	0.226774914089347	0.2462	0.0637	7	4	38	0.5085	0.362833333333333	126	0
YLR353W	0	2.3	0.0318	0.2070325	0.415135900534576	0.585436815920398	0.012	0.0547	8	10	NA	0.421857142857143	0.258714285714286	153	1
YLR354C	1	1891	0.0716	0.1672575	0.362405121158395	0.217891044776119	0.0449	0.0102	9	34	8	0.388625	0.21975	162	0
YLR355C	1	9115	0.6994	0.4289525	0.627371399902594	0.236590379746835	0.4866	0.0614	4	22	25	0.473	0.358666666666667	217	0
YLR356W	1	146	0.0194	0.0468425	0.186848017108601	0.202542131979695	0.0522	0.0217	16	26	14	0.352666666666667	0.211466666666667	112	0
YLR357W	1	41	0.6624	0.2778925	0.476548732174004	0.442350281214848	0.5883	0.2614	5	11	53	0.52575	0.2285	192	0
YLR359W	1	191	0.0182	0.02824	0.151836359632463	0.179384024896266	0.2237	0.0115	36	35	8	0.345828571428571	0.227228571428571	135	0
YLR360W	1	11.1	0.0415	0.0783575	0.261355149626132	0.122120956719818	0.0708	0.0237	25	2	13	0.320708333333333	0.228458333333333	140	0
YLR361C	1	18.3	0.3342	0.1783	0.367268407318533	0.165204844290657	0.4488	0.068	7	9	37	0.277833333333333	0.214666666666667	364	0
YLR362W	1	11.6	0.0699	0.3137	0.527781817134228	0.314640167364017	0.0704	0.0061	6	22	29	0.3892	0.2968	114	0
YLR363C	1	70.5	0.0195	0.0218875	0.132433910807188	0.170904128440367	0.3303	0.008	29	13	20	0.275964285714286	0.238321428571429	435	0
YLR364W	0	13.3	0.009	0.0628175	0.202983166443041	0.144614678899083	0.198	0.0098	8	12	NA	0.193857142857143	0.185571428571429	54	1
YLR367W	1	740	0.0062	0.1902275	0.37482165473393	0.156269230769231	0.0783	0.0034	4	10	2	0.364333333333333	0.185666666666667	55	0
YLR368W	0	1.01	0.1579	0.2140825	0.431474470961359	0.112816053511706	0.3841	0.1283	12	NA	4	0.449090909090909	0.263363636363636	44	1
YLR370C	1	242	0.2653	0.3492825	0.565968606780983	0.120354494382022	0.0487	0.1453	8	39	12	0.408714285714286	0.291714285714286	167	0
YLR372W	1	170	0.2061	0.278305	0.491224608959095	0.0433	0.41	0.0984	7	16	2	0.403833333333333	0.260166666666667	103	0
YLR373C	0	37.3	0.0338	0.146395	0.345184640049945	0.229791786903441	0.1508	0.0041	11	NA	14	0.3004	0.2531	90	1
YLR375W	0	17	0.0523	0.268135	0.467178656715249	0.494484256559767	0.105	0.0031	5	19	NA	0.50425	0.2285	93	1
YLR376C	1	9.71	NA	NA	NA	0.0658442148760331	0.1891	0.338	1	19	14	NA	NA	94	0
YLR378C	1	452	0.0364	0.24268	0.42520237235285	0.04820625	0.1362	0.0846	2	4	16	0.09	0.125	155	0
YLR380W	0	148	NA	NA	NA	0.261045588235294	0.2413	0.0153	NA	15	11	NA	NA	136	1
YLR382C	1	29.3	0.0333	0.18467	0.392760765078426	0.220815883668904	0.01	0.0133	15	3	6	0.383428571428571	0.231357142857143	74	0
YLR383W	0	4.81	0.0872	0.0897925	0.239006915615147	0.351434290843806	0.6243	0.0057	5	12	25	0.13125	0.133	73	0
YLR386W	1	114	0.3811	0.2708925	0.472312024113003	0.174097840909091	0.4432	0.3442	5	12	7	0.4215	0.2215	111	0
YLR387C	0	145	0.0181	0.01483	0.104989507731306	0.428578703703704	0.4312	0.0298	17	8	NA	0.2448125	0.1810625	73	1
YLR388W	1	1382	0.1877	0.27464	0.485492191483031	0.158464285714286	0.1611	0.0098	7	5	4	0.361333333333333	0.27	94	0
YLR389C	1	33	0.8326	0.449905	0.645173638923492	0.188965238558909	0.6882	0.137	4	2	27	0.422333333333333	0.383	140	0
YLR390W	0	19.9	NA	NA	NA	0.474549107142857	0.9846	0.2463	NA	16	5	NA	NA	77	1
YLR390W-A	1	1713	0.0402	0.087875	0.24629849561095	0.384245378151261	0.1587	0.0036	10	36	8	0.292666666666667	0.186666666666667	222	0
YLR392C	0	9.16	0.0416	0.0614125	0.224670626309976	0.251107915057915	0.437	0.1549	19	30	17	0.337611111111111	0.222166666666667	91	0
YLR395C	1	34	0.0176	0.08794	0.274570820292144	0.106067948717949	0.0111	0.0537	21	9	5	0.3373	0.23315	293	0
YLR396C	0	15.1	NA	NA	NA	0.176145875542692	0.1274	0.0067	NA	4	NA	NA	NA	36	1
YLR397C	1	30.7	0.211	0.2608725	0.462373218497874	0.280512435897436	0.2244	0.0695	4	14	31	0.387666666666667	0.199	135	0
YLR399C	1	155	0.2512	0.07324	0.240917979433441	0.574428571428571	0.8461	0.2616	21	4	2	0.30745	0.2354	334	0
YLR401C	0	109	NA	NA	NA	0.343268862275449	0.3123	0.0812	NA	10	2	NA	NA	44	1
YLR404W	1	9.89	NA	NA	NA	0.121704561403509	0.2762	0.0228	1	13	9	NA	NA	113	0
YLR405W	1	34.2	0.0594	0.1304925	0.330270155153592	0.143556403269755	0.2474	0.0509	14	4	2	0.355307692307692	0.271846153846154	149	0
YLR406C	1	730	0.2631	0.284805	0.501709625730938	0.272075221238938	0.2626	0.028	7	12	3	0.450833333333333	0.342	186	0
YLR409C	0	45.3	NA	NA	NA	0.241686474973376	0.0188	0.015	NA	4	9	NA	NA	50	1
YLR412W	1	70.4	0.0142	0.06801	0.215146247440847	0.188538321167883	0.0975	0.0343	11	10	7	0.1757	0.1919	73	0
YLR417W	1	23.5	0.0073	0.0392325	0.168650679122274	0.242486219081272	0.0328	0.0321	18	7	2	0.307470588235294	0.219058823529412	132	0
YLR418C	1	29.9	0.106	0.276815	0.47228345614087	0.330975572519084	0.0596	0.0263	3	40	104	0.242	0.243	330	0
YLR420W	0	193	0.0265	0.085165	0.245685836150707	0.195068131868132	0.1931	0.0236	9	6	NA	0.216625	0.192	77	1
YLR421C	1	138	0.1	0.10651	0.301675129042891	0.352384615384615	0.6947	0.055	24	8	12	0.35095652173913	0.267869565217391	206	0
YLR423C	1	5.39	0.4624	0.4346375	0.650662457317258	0.20057793764988	0.235	0.1179	13	29	58	0.46	0.332083333333333	222	0
YLR427W	1	28.6	0.4582	0.23022	0.438741137828981	0.388891194029851	0.5329	0.1245	7	41	34	0.3795	0.205	173	0
YLR429W	1	116	0.0587	0.032375	0.151713020817514	0.464133179723502	0.473	0.1807	16	12	7	0.343866666666667	0.2188	173	0
YLR431C	1	6.76	0.6295	0.45857	0.652930696407565	0.383920971302428	0.5631	0.2664	5	4	13	0.43325	0.295	207	0
YLR432W	1	607	0.3354	0.245015	0.450041491630835	0.250359464627151	0.4385	0.062	7	4	3	0.295833333333333	0.2225	100	0
YLR433C	1	74.7	NA	NA	NA	0.237391320072333	0.322	0.0855	1	29	31	NA	NA	277	0
YLR435W	1	144	0.1222	0.052755	0.205960074523141	0.343266341463415	0.4982	0.1971	22	10	9	0.329333333333333	0.23152380952381	151	0
YLR436C	0	17.4	NA	NA	NA	0.241162637362637	0.308	0.098	NA	NA	5	NA	NA	19	1
YLR437C	1	4.88	0.0049	0.0037825	0.0540477257892205	0.637698496240601	0.7429	0.0028	28	24	44	0.219555555555556	0.176666666666667	148	0
YLR438C-A	0	119	0.1254	0.1850475	0.415217316558628	0.248426966292135	0.521	0.0863	19	22	28	0.358611111111111	0.276222222222222	84	0
YLR438W	1	663	0.0104	0.2412625	0.42402184733524	0.15655070754717	0.058	0.0022	2	27	31	0.113	0.187	110	0
YLR439W	0	79.8	NA	NA	NA	0.308068652037618	0.2279	0.0167	NA	11	34	NA	NA	140	1
YLR440C	0	30.6	NA	NA	NA	0.131950916784203	0.1064	0.0179	NA	6	9	NA	NA	114	1
YLR441C	1	2393	0.3777	0.4791575	0.668153554114022	0.295896862745098	0.2977	0.0967	4	7	23	0.448	0.355666666666667	216	0
YLR442C	1	18.2	0.0243	0.101915	0.294347287977667	0.31730245398773	0.0961	0.0162	24	27	11	0.391173913043478	0.215695652173913	98	0
YLR443W	0	1.28	NA	NA	NA	0.227469196428571	0.5945	0.0735	NA	19	17	NA	NA	102	1
YLR447C	1	171	0.0027	0.01416	0.105914795819838	0.129382898550725	0.0978	0.0119	29	12	36	0.24425	0.207142857142857	151	0
YLR448W	1	1189	0.1021	0.1867225	0.383295310097937	0.287184090909091	0.2591	0.0747	7	2	4	0.406166666666667	0.287	158	0
YLR449W	0	195	0.1963	0.4525125	0.640198816961895	0.614077806122449	0.1647	0.0066	3	8	NA	0.7185	0.3055	90	1
YLR450W	0	19.9	0.2121	0.19438	0.36791745033584	0.155813684210526	0.5986	0.0246	3	NA	16	0.195	0.147	90	1
YLR451W	1	3.57	0.1129	0.111425	0.3104877815682	0.323445711060948	0.2534	0.0204	27	8	19	0.395846153846154	0.245538461538462	192	0
YLR452C	1	93.1	0.0986	0.25177	0.439587048822249	0.253375501432665	0.2269	0.0264	3	22	27	0.188	0.2025	186	0
YLR457C	1	10	0.0583	0.121545	0.275743832391688	0.56773605015674	0.39	0.0778	4	31	20	0.169	0.143333333333333	177	0
YLR459W	1	2.02	0.0072	0.2129725	0.419815845540147	0.0079007614213198	0.0116	0.0192	9	6	13	0.393625	0.255625	58	0
YML001W	0	91.7	0.0053	0.00843	0.0826514097552509	0.2209125	0.2951	0.0062	24	5	12	0.257260869565217	0.194347826086956	80	0
YML004C	1	48.4	0.0472	0.104315	0.294259190674357	0.288944478527607	0.1684	0.0171	20	3	5	0.308789473684211	0.252947368421053	135	0
YML005W	1	12.1	0.1138	0.40665	0.615106180919096	0.163913852813853	0.0184	0.163	8	6	5	0.283571428571429	0.283142857142857	59	0
YML006C	0	5.61	0.1688	0.094015	0.251634924395313	0.535919250645995	0.6665	0.0105	8	NA	17	0.179142857142857	0.200142857142857	73	1
YML007W	1	19.6	0.0714	0.0558325	0.225729811972903	0.617191692307692	0.4704	0.041	51	24	10	0.34898	0.23136	220	0
YML008C	1	1222	0.7312	0.285035	0.477541675846301	0.237217493472585	0.912	0.0978	3	6	10	0.1745	0.197	88	0
YML009C	1	31.8	0.4614	0.4498425	0.665265995830339	0.23192	0.3381	0.3492	29	5	4	0.415892857142857	0.276392857142857	141	0
YML011C	1	13.9	0.016	0.0627425	0.23033400126413	0.112058757062147	0.0065	0.0183	33	26	24	0.35675	0.2310625	113	0
YML012W	1	896	0.0647	0.104195	0.307185702667488	0.193608530805687	0.0476	0.0868	29	17	31	0.332928571428571	0.235535714285714	133	0
YML013W	1	116	NA	NA	NA	0.276880821917808	0.9515	0.0728	1	3	7	NA	NA	204	0
YML014W	1	24.1	0.3019	0.358525	0.552064543264296	0.37424229390681	0.356	0.1347	2	6	5	0.394	0.361	60	0
YML015C	0	12.2	0.0524	0.0784025	0.242996000959493	0.362722543352601	0.4542	0.0228	16	36	4	0.327466666666667	0.215133333333333	120	0
YML017W	1	54.4	0.5391	0.1908325	0.373585174941971	0.638883305227656	0.7228	0.0036	4	7	35	0.222333333333333	0.163	397	0
YML019W	1	12.3	0.0032	0.2130225	0.389088389651208	0.0545253012048193	0.0024	0.0023	2	24	12	0.117	0.136	262	0
YML021C	1	44.1	0.0725	0.06994	0.230446217729755	0.323623676880223	0.6709	0.0693	18	15	21	0.350588235294118	0.221176470588235	169	0
YML022W	1	207	0.0457	0.0826025	0.267342685173497	0.0636433155080214	0.1229	0.0144	33	6	40	0.41784375	0.23684375	209	0
YML023C	0	7.46	0.0218	0.1536	0.350936040956687	0.0850753597122302	0.0354	0.0228	10	3	2	0.348444444444444	0.219888888888889	48	0
YML024W	1	1779	0.6375	0.37919	0.571344142794546	0.350863235294118	0.4231	0.0388	2	4	10	0.285	0.342	56	0
YML025C	1	28.6	0.0904	0.1583125	0.376827156022559	0.359946853146853	0.2074	0.1262	26	24	9	0.42648	0.24408	105	0
YML026C	1	1287	0.7378	0.2947775	0.490905135579982	0.303261643835616	0.6995	0.0299	3	41	49	0.1875	0.2335	208	0
YML027W	0	9.98	0.6848	0.3279375	0.53019052007648	0.630357142857143	0.7299	0.0418	4	2	NA	0.397666666666667	0.255666666666667	171	1
YML028W	1	4644	0.1667	0.2082	0.411466757789407	0.179320918367347	0.4164	0.0303	7	26	9	0.296166666666667	0.222	107	0
YML029W	1	21.1	0.1925	0.1356725	0.360307184791543	0.229882816229117	0.6238	0.2435	56	10	28	0.374672727272727	0.249872727272727	231	0
YML030W	1	44.5	0.1977	0.1196475	0.306911478082235	0.267200628930818	0.394	0.052	9	8	12	0.33225	0.21675	233	0
YML031W	0	61.9	0.607	0.534335	0.721778228209637	0.177447022900763	0.2236	0.5047	14	16	NA	0.494307692307692	0.279384615384615	77	1
YML032C	1	15.2	0.1437	0.0545775	0.220917929199067	0.566021656050955	0.8941	0.0381	47	38	9	0.364717391304348	0.225978260869565	298	0
YML034W	1	31.6	0.7197	0.481455	0.669871642415254	0.455892446043166	0.5027	0.0538	4	49	9	0.663	0.353333333333333	169	0
YML035C	0	116	0.0628	0.1028175	0.29052156797223	0.315178518518519	0.2123	0.0176	18	NA	9	0.296058823529412	0.223764705882353	164	1
YML036W	1	5.91	0.046	0.2347225	0.434391059612166	0.133976243093923	0.0905	0.0513	5	10	2	0.24525	0.24425	53	0
YML038C	1	15.1	0.5435	0.5260675	0.716688528545926	0.0775665158371041	0.2099	0.3375	10	4	36	0.570333333333333	0.368	214	0
YML041C	0	2.54	NA	NA	NA	0.368281071428571	0.1376	0.0071	1	8	24	NA	NA	82	0
YML043C	1	6.25	0.8152	0.423365	0.617257641481752	0.320935108481262	0.7487	0.0541	3	16	7	0.343	0.307	138	0
YML046W	1	42.6	0.4051	0.37919	0.571344142794546	0.108089348171701	0.2892	0.3789	2	12	7	0.285	0.342	69	0
YML048W	1	217	0.2918	0.24963	0.430844194454267	0.18175682382134	0.3976	0.0083	2	17	26	0.195	0.147	194	0
YML050W	1	1.27	0.1166	0.24165	0.454337851385367	0.235297427652733	0.1496	0.0199	9	13	6	0.38375	0.287125	111	0
YML051W	1	8.94	0.0849	0.2100725	0.438044439383367	0.15157908045977	0.1288	0.0502	25	20	16	0.38525	0.243791666666667	144	0
YML052W	0	485	NA	NA	NA	0.175761920529801	0.4609	0.0114	NA	22	9	NA	NA	106	1
YML054C	1	105	0.3249	0.24963	0.430844194454267	0.280018612521151	0.3299	0.0135	2	4	10	0.195	0.147	87	0
YML055W	0	75	NA	NA	NA	0.089914606741573	0.3018	0.1308	NA	4	2	NA	NA	56	1
YML056C	1	185	0.0132	0.035165	0.159342295334399	0.229860305343511	0.3164	0.1689	14	5	2	0.246	0.203692307692308	87	0
YML057W	1	104	0.1515	0.0713425	0.222189769516441	0.299456953642384	0.6334	0.1166	12	15	14	0.340636363636364	0.231727272727273	122	0
YML058W	0	288	0.108	0.0818075	0.249150520894609	0.549263461538462	0.4408	0.0075	15	87	23	0.379642857142857	0.216214285714286	265	0
YML058W-A	1	2.56	0.2473	0.199	0.423037913945104	0.365005882352941	0.5461	0.0878	19	9	12	0.366166666666667	0.255	133	0
YML060W	1	35.6	0.2402	0.3219375	0.530464912374496	0.163362234042553	0.1832	0.2294	5	2	26	0.521	0.32925	180	0
YML061C	1	10.9	0.2992	0.1394075	0.339308620242905	0.37517019790454	0.7714	0.292	15	4	10	0.310357142857143	0.239142857142857	69	0
YML062C	1	79.9	0.7952	0.33557	0.548735096123428	0.498094132653061	0.8134	0.5177	9	6	4	0.446625	0.249875	79	0
YML063W	0	4239	0.259	0.3913675	0.589410840895778	0.292910588235294	0.297	0.0532	3	10	8	0.4945	0.359	39	0
YML064C	1	13.4	0.5455	0.3927175	0.602137074610336	0.232966530612245	0.835	0.0695	10	18	15	0.522555555555555	0.275222222222222	196	0
YML065W	0	36.1	0.0195	0.06586	0.206879816501753	0.319820350109409	0.4014	0.0293	9	NA	8	0.225	0.185375	92	1
YML067C	0	50.8	NA	NA	NA	0.131423863636364	0.2486	0.0577	NA	3	NA	NA	NA	31	1
YML068W	0	7.07	0.0592	0.119995	0.315695977710125	0.0676153017241379	0.2292	0.0498	18	14	NA	0.360529411764706	0.227941176470588	91	1
YML069W	1	247	NA	NA	NA	0.379436413043478	0.9039	0.1041	1	9	18	NA	NA	68	0
YML070W	0	462	NA	NA	NA	0.230410616438356	0.091	0.0084	NA	17	13	NA	NA	71	1
YML071C	0	70.5	NA	NA	NA	0.384665733113674	0.0863	0.006	NA	2	12	NA	NA	43	1
YML072C	1	201	NA	NA	NA	0.364316504854369	0.7634	0.0128	1	19	4	NA	NA	150	0
YML073C	1	933	0.3426	0.24268	0.42520237235285	0.267088636363636	0.3259	0.0123	2	20	10	0.09	0.125	76	0
YML074C	1	134	0.1789	0.277315	0.49214736532853	0.664918248175182	0.2037	0.0047	7	20	25	0.361833333333333	0.259	100	0
YML075C	1	83.5	0.3631	0.3600675	0.553524870763015	0.173621537001898	0.2944	0.0184	2	27	11	0.401	0.272	151	0
YML076C	0	11.1	0.4084	0.3894625	0.614752530141286	0.308822139830508	0.1606	0.2106	21	NA	8	0.4344	0.27105	130	1
YML077W	1	1.95	0.4861	0.537725	0.723407208602953	0.135922012578616	0.0555	0.153	10	12	5	0.447333333333333	0.303111111111111	127	0
YML078W	1	98.4	0.1125	0.2101075	0.398377975957672	0.236323076923077	0.3893	0.0312	4	29	15	0.226333333333333	0.211	152	0
YML080W	0	57.2	0.0186	0.0172325	0.114432143473096	0.2387536643026	0.5105	0.0181	26	NA	3	0.3076	0.19656	109	1
